,id,user_location,text,created_at,username,lang,retweet_count,reply_count,like_count,quote_count
0,1463297284712669185,Pooch Palace Ancaster Canada,"Correct, Dead bolted nuts welded on statement of the pathetic ineptitude of the .@NDP  and .@CPC_HQ . Thru this entire mess of Covid and massive logistics involved with saving our country economically, spiritually, and sadly, emotionally, they have offered zero in positive policy https://t.co/oNX82L9vKs",2021-11-24 00:03:54+00:00,Huczek,en,1,0,1,0
1,1463297159760322560,"Omaha, NE",Tennessee Taxpayers On The Hook For Governor’s COVID Abortion Ban https://t.co/zNHd1P8cUf #SmartNews,2021-11-24 00:03:24+00:00,OMAHAGEMGIRL,en,0,0,0,0
2,1463298299230838787,"Ontario, CA",Is it a 3 dose vax? Not 15? I’m not sure. What did they say about it on CNN? 🧐 https://t.co/jMKGkciEOF,2021-11-24 00:07:55+00:00,Olga36930566,en,0,0,1,0
3,1463298217299357700,Canada and Palm Beach USA ,Covid antivirals could be pandemic game-changers. But Americans might struggle to access them https://t.co/1GEqx60S18 via @statnews,2021-11-24 00:07:36+00:00,FrenchCA_P_Bel,en,0,0,0,0
4,1463298198651514880,Canada,"Doug Ford says Ontario's system just can't do it.

Pharmacies, pharmacies is Ford's answer to Ontario's COVID healthcare...you know...where there's a higher risk of transmission 😡

#onpoli 
Barrie
Orillia
Innisfil
Midland https://t.co/qZoivBhEpd",2021-11-24 00:07:31+00:00,Tammyocanada,en,0,1,0,0
5,1463298197732814850,"Alberta, Canada","Starting Wednesday, November 24, children ages 5-11 can be booked for their COVID-19 vaccination by phoning 811 or online at https://t.co/bkcx9y8VeV. The program is currently rolling out at health clinics across Alberta.
#COVID19AB #shpk #strathco #COVID19Vaccine https://t.co/40ZRDgnCR8",2021-11-24 00:07:31+00:00,StrathcoCounty,en,4,0,7,0
6,1463298163419267074,"Winnipeg, Manitoba","Some good memories indeed about the Royal Fork. Sad, But nothing last forever. COVID 19 was the final nail in the coffin. Going to be tough for buffets to survive now. A sad reality. But maybe there will be some silver linings from this. Newer unique restaurants? #Winnipeg https://t.co/6t8HD6OfaG",2021-11-24 00:07:23+00:00,adamjohnstonwpg,en,0,0,2,0
7,1463298138656186370,"Surrey, British Columbia","While COVID-19 has hurt many industries and job prospects, many occupations are now faring even better than before the pandemic. Here are the top 10 most in-demand jobs in British Columbia right now: https://t.co/hRfmH7VGOX https://t.co/mX7OsQJzJB",2021-11-24 00:07:17+00:00,GetintheKnowBC,en,0,0,0,0
8,1463300315898335232,Earth Between Mexico & Canada ,"they just reported on abc world news that the covid injection is 100% effective at preventing covid in childern &amp; that you have to be injected to participate in the Macy's day parade!  this has gotten out of control, CAN'T MAKE ITUP!

BOYCOTT THE MACY'S DAY PARADE &amp; THE INJECTION https://t.co/o0d1ZyRnVR",2021-11-24 00:15:56+00:00,tim39941098,en,0,0,0,0
9,1463300284394967041,On the road,"If you’ve recovered from Covid, you have a degree of “natural immunity” to the virus for a while. 

Here’s why you still need to get vaccinated, according to top experts.

 https://t.co/fGvAyTjuW9",2021-11-24 00:15:49+00:00,New_Narrative,en,0,0,1,0
