,id,user_location,text,created_at,username,lang,retweet_count,reply_count,like_count,quote_count
0,1464206266482544647,"Newmarket, Ontario, Canada","Alarmed by COVID variant detected in South Africa, Europe and Asia tighten borders, ban flights
https://t.co/F1Ztbbs0Aq",2021-11-26 12:15:52+00:00,darrylwolk,en,0,0,0,0
1,1464206258270093315,Canada,"Watch: Get Vax if You Want to Participate in Society, Senator Tells Ireland https://t.co/q233gmSG9t via @BreitbartNews",2021-11-26 12:15:50+00:00,CSkidoo,en,0,0,0,0
2,1464206198039846912,Canada,"New mask guidance in recognition of how important aerosol, airborne-based transmission is in transmission of this virus ""Cloth masks were always sort of something that was going to buy us some time as we move toward something better"" 
 -  https://t.co/qCEZvXrETc via @GoogleNews",2021-11-26 12:15:35+00:00,CostumeAlex,en,0,1,1,0
3,1464208263692656640,UK or Canada ijn,"I have finally taken my second dose of the covid 19 vaccine, have you vaccinated??

Today is the next best time to get vaccinated. Look for a vaccine center around you and get vaccinated now!!!",2021-11-26 12:23:48+00:00,official__tiana,en,1,0,0,0
4,1464210256544813061,"Ottawa, Ontario",Happy one year of the day I got my COVID positive test results back. Yesterday I could smell the garbage. There’s hope in sight?,2021-11-26 12:31:43+00:00,AngelicaHaggert,en,0,1,11,0
5,1464212321199398924,"Winnipeg, Manitoba, Canada",What you need to know about Canada's updated vaccine rules for domestic travel: https://t.co/ryPyzNujbt https://t.co/8VAM9qlMmo,2021-11-26 12:39:55+00:00,ctvwinnipeg,en,1,2,5,0
6,1464214314223607812,"Toronto, Ontario",The new variant. This is exactly why we have to have vaccine equity throughout the world. We need the vaccine makers and the countries with excess vaccines to ensure these vaccines are distributed now! If we don't..this could be neverending and I wish to perish that thought.#vaxx,2021-11-26 12:47:50+00:00,bistro_on,en,0,0,26,0
7,1464216305020645377,"New Brunswick, Canada","Continue practising protective health measures like:
 • Getting fully vaccinated against COVID-19
 • Hand Washing and using hand sanitizer
 • Staying home when sick
 • Coughing into your elbow
 • Getting tested if you have symptoms https://t.co/8c3VIoVaGa",2021-11-26 12:55:45+00:00,Gov_NB,en,7,12,15,0
8,1464218365870940178,Montreal Quebec,"🧐🥺😷
BBC News - Coronavirus: Countries shut borders over new South Africa variant
https://t.co/TNt5saQV1Z",2021-11-26 13:03:56+00:00,GJArsenault,en,0,0,0,0
9,1464218321436479489,Canada,"$PFE $MRNA Some understanding: Vaccine immunity vs natural immunity. Its simple, Vaccine Immunity triggers your immune system to respond to CV19 etc vs Natural Immunity depends on your Immune system to effectively respond. Same with Hybrid Immunity. @andrewrsorkin @BeckyQuick",2021-11-26 13:03:46+00:00,CardyTruster,en,0,0,0,0
10,1464218321415462916,on Twitter and sometimes not,"""The UK puts six African countries on its red list due to new COVID-19 variant""  https://t.co/qCPLdUpDsf",2021-11-26 13:03:46+00:00,MillieFiore,en,0,0,0,0
11,1464218306827612164,"West Coast, Canada",New coronavirus variant fears knock 2% off #Dow futures https://t.co/Il79VfwGLD,2021-11-26 13:03:42+00:00,peedeeheenee,en,0,0,0,0
12,1464220326729031680,Ontario Canada,"Do children need vaccine passports? Not now, Ontario says https://t.co/CKBw4Us87l
https://t.co/CKBw4Us87l",2021-11-26 13:11:44+00:00,OntNewsWatch,en,1,0,0,0
